wealth_tier,education_tier,residence,caste_group,barrier_type,N,demographic_cell,metric_type,value,data_rail
Poor,Primary,Urban,Other Caste,Logistical Barrier,2422,Poor | Primary | Urban | Other Caste,Observed Rate (NFHS-5),0.284476,Rail A — Observed Rate (NFHS-5)
Poor,Primary,Urban,Other Caste,Logistical Barrier,2422,Poor | Primary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.458715,Rail B — BarrierLens AI Predicted Probability
Poor,Primary,Urban,Other Caste,Health Facility Barrier,2422,Poor | Primary | Urban | Other Caste,Observed Rate (NFHS-5),0.480595,Rail A — Observed Rate (NFHS-5)
Poor,Primary,Urban,Other Caste,Health Facility Barrier,2422,Poor | Primary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.516185,Rail B — BarrierLens AI Predicted Probability
Poor,Primary,Urban,Tribe,Household Barrier,416,Poor | Primary | Urban | Tribe,Observed Rate (NFHS-5),0.338942,Rail A — Observed Rate (NFHS-5)
Poor,Primary,Urban,Tribe,Household Barrier,416,Poor | Primary | Urban | Tribe,BarrierLens AI Predicted Probability,0.612158,Rail B — BarrierLens AI Predicted Probability
Poor,Primary,Urban,Tribe,Logistical Barrier,416,Poor | Primary | Urban | Tribe,Observed Rate (NFHS-5),0.334135,Rail A — Observed Rate (NFHS-5)
Poor,Primary,Urban,Tribe,Logistical Barrier,416,Poor | Primary | Urban | Tribe,BarrierLens AI Predicted Probability,0.510857,Rail B — BarrierLens AI Predicted Probability
Poor,Primary,Urban,Tribe,Health Facility Barrier,416,Poor | Primary | Urban | Tribe,Observed Rate (NFHS-5),0.451923,Rail A — Observed Rate (NFHS-5)
Poor,Primary,Urban,Tribe,Health Facility Barrier,416,Poor | Primary | Urban | Tribe,BarrierLens AI Predicted Probability,0.508274,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Don't Know,Household Barrier,782,Poor | Secondary | Rural | Don't Know,Observed Rate (NFHS-5),0.329923,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Don't Know,Household Barrier,782,Poor | Secondary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.527479,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Don't Know,Logistical Barrier,782,Poor | Secondary | Rural | Don't Know,Observed Rate (NFHS-5),0.352941,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Don't Know,Logistical Barrier,782,Poor | Secondary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.520783,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Don't Know,Health Facility Barrier,782,Poor | Secondary | Rural | Don't Know,Observed Rate (NFHS-5),0.539642,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Don't Know,Health Facility Barrier,782,Poor | Secondary | Rural | Don't Know,BarrierLens AI Predicted Probability,0.573625,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,No Caste/Tribe,Household Barrier,7969,Poor | Secondary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.477852,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,No Caste/Tribe,Household Barrier,7969,Poor | Secondary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.699726,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,No Caste/Tribe,Logistical Barrier,7969,Poor | Secondary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.447735,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,No Caste/Tribe,Logistical Barrier,7969,Poor | Secondary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.629807,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,No Caste/Tribe,Health Facility Barrier,7969,Poor | Secondary | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.579496,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,No Caste/Tribe,Health Facility Barrier,7969,Poor | Secondary | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.615898,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Other Caste,Household Barrier,92620,Poor | Secondary | Rural | Other Caste,Observed Rate (NFHS-5),0.340089,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Other Caste,Household Barrier,92620,Poor | Secondary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.576588,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Other Caste,Logistical Barrier,92620,Poor | Secondary | Rural | Other Caste,Observed Rate (NFHS-5),0.395692,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Other Caste,Logistical Barrier,92620,Poor | Secondary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.583679,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Other Caste,Health Facility Barrier,92620,Poor | Secondary | Rural | Other Caste,Observed Rate (NFHS-5),0.531915,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Other Caste,Health Facility Barrier,92620,Poor | Secondary | Rural | Other Caste,BarrierLens AI Predicted Probability,0.570552,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Tribe,Household Barrier,29528,Poor | Secondary | Rural | Tribe,Observed Rate (NFHS-5),0.388614,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Tribe,Household Barrier,29528,Poor | Secondary | Rural | Tribe,BarrierLens AI Predicted Probability,0.624403,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Tribe,Logistical Barrier,29528,Poor | Secondary | Rural | Tribe,Observed Rate (NFHS-5),0.473855,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Tribe,Logistical Barrier,29528,Poor | Secondary | Rural | Tribe,BarrierLens AI Predicted Probability,0.655519,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Rural,Tribe,Health Facility Barrier,29528,Poor | Secondary | Rural | Tribe,Observed Rate (NFHS-5),0.563668,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Rural,Tribe,Health Facility Barrier,29528,Poor | Secondary | Rural | Tribe,BarrierLens AI Predicted Probability,0.603377,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Don't Know,Household Barrier,72,Poor | Secondary | Urban | Don't Know,Observed Rate (NFHS-5),0.472222,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Don't Know,Household Barrier,72,Poor | Secondary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.582226,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Don't Know,Logistical Barrier,72,Poor | Secondary | Urban | Don't Know,Observed Rate (NFHS-5),0.222222,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Don't Know,Logistical Barrier,72,Poor | Secondary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.389579,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Don't Know,Health Facility Barrier,72,Poor | Secondary | Urban | Don't Know,Observed Rate (NFHS-5),0.138889,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Don't Know,Health Facility Barrier,72,Poor | Secondary | Urban | Don't Know,BarrierLens AI Predicted Probability,0.338462,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,No Caste/Tribe,Household Barrier,607,Poor | Secondary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.377265,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,No Caste/Tribe,Household Barrier,607,Poor | Secondary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.633822,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,No Caste/Tribe,Logistical Barrier,607,Poor | Secondary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.243822,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,No Caste/Tribe,Logistical Barrier,607,Poor | Secondary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.439163,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,No Caste/Tribe,Health Facility Barrier,607,Poor | Secondary | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.4514,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,No Caste/Tribe,Health Facility Barrier,607,Poor | Secondary | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.5192,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Other Caste,Household Barrier,6576,Poor | Secondary | Urban | Other Caste,Observed Rate (NFHS-5),0.336527,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Other Caste,Household Barrier,6576,Poor | Secondary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.563207,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Other Caste,Logistical Barrier,6576,Poor | Secondary | Urban | Other Caste,Observed Rate (NFHS-5),0.267944,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Other Caste,Logistical Barrier,6576,Poor | Secondary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.439151,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Other Caste,Health Facility Barrier,6576,Poor | Secondary | Urban | Other Caste,Observed Rate (NFHS-5),0.45955,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Other Caste,Health Facility Barrier,6576,Poor | Secondary | Urban | Other Caste,BarrierLens AI Predicted Probability,0.50108,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Tribe,Household Barrier,1617,Poor | Secondary | Urban | Tribe,Observed Rate (NFHS-5),0.324057,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Tribe,Household Barrier,1617,Poor | Secondary | Urban | Tribe,BarrierLens AI Predicted Probability,0.572813,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Tribe,Logistical Barrier,1617,Poor | Secondary | Urban | Tribe,Observed Rate (NFHS-5),0.299938,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Tribe,Logistical Barrier,1617,Poor | Secondary | Urban | Tribe,BarrierLens AI Predicted Probability,0.480238,Rail B — BarrierLens AI Predicted Probability
Poor,Secondary,Urban,Tribe,Health Facility Barrier,1617,Poor | Secondary | Urban | Tribe,Observed Rate (NFHS-5),0.484848,Rail A — Observed Rate (NFHS-5)
Poor,Secondary,Urban,Tribe,Health Facility Barrier,1617,Poor | Secondary | Urban | Tribe,BarrierLens AI Predicted Probability,0.50539,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Don't Know,Household Barrier,91,Rich | Higher | Rural | Don't Know,Observed Rate (NFHS-5),0.032967,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Don't Know,Household Barrier,91,Rich | Higher | Rural | Don't Know,BarrierLens AI Predicted Probability,0.094969,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Don't Know,Logistical Barrier,91,Rich | Higher | Rural | Don't Know,Observed Rate (NFHS-5),0.120879,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Don't Know,Logistical Barrier,91,Rich | Higher | Rural | Don't Know,BarrierLens AI Predicted Probability,0.254618,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Don't Know,Health Facility Barrier,91,Rich | Higher | Rural | Don't Know,Observed Rate (NFHS-5),0.417582,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Don't Know,Health Facility Barrier,91,Rich | Higher | Rural | Don't Know,BarrierLens AI Predicted Probability,0.470264,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,No Caste/Tribe,Household Barrier,1243,Rich | Higher | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.160097,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,No Caste/Tribe,Household Barrier,1243,Rich | Higher | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.317069,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,No Caste/Tribe,Logistical Barrier,1243,Rich | Higher | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.241352,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,No Caste/Tribe,Logistical Barrier,1243,Rich | Higher | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.389861,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,No Caste/Tribe,Health Facility Barrier,1243,Rich | Higher | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.411907,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,No Caste/Tribe,Health Facility Barrier,1243,Rich | Higher | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.45892,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Other Caste,Household Barrier,27350,Rich | Higher | Rural | Other Caste,Observed Rate (NFHS-5),0.132322,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Other Caste,Household Barrier,27350,Rich | Higher | Rural | Other Caste,BarrierLens AI Predicted Probability,0.285222,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Other Caste,Logistical Barrier,27350,Rich | Higher | Rural | Other Caste,Observed Rate (NFHS-5),0.186691,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Other Caste,Logistical Barrier,27350,Rich | Higher | Rural | Other Caste,BarrierLens AI Predicted Probability,0.32747,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Other Caste,Health Facility Barrier,27350,Rich | Higher | Rural | Other Caste,Observed Rate (NFHS-5),0.344205,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Other Caste,Health Facility Barrier,27350,Rich | Higher | Rural | Other Caste,BarrierLens AI Predicted Probability,0.379572,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Tribe,Household Barrier,2035,Rich | Higher | Rural | Tribe,Observed Rate (NFHS-5),0.170025,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Tribe,Household Barrier,2035,Rich | Higher | Rural | Tribe,BarrierLens AI Predicted Probability,0.339533,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Tribe,Logistical Barrier,2035,Rich | Higher | Rural | Tribe,Observed Rate (NFHS-5),0.236855,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Tribe,Logistical Barrier,2035,Rich | Higher | Rural | Tribe,BarrierLens AI Predicted Probability,0.378891,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Rural,Tribe,Health Facility Barrier,2035,Rich | Higher | Rural | Tribe,Observed Rate (NFHS-5),0.412285,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Rural,Tribe,Health Facility Barrier,2035,Rich | Higher | Rural | Tribe,BarrierLens AI Predicted Probability,0.443597,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Don't Know,Household Barrier,261,Rich | Higher | Urban | Don't Know,Observed Rate (NFHS-5),0.065134,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Don't Know,Household Barrier,261,Rich | Higher | Urban | Don't Know,BarrierLens AI Predicted Probability,0.171979,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Don't Know,Logistical Barrier,261,Rich | Higher | Urban | Don't Know,Observed Rate (NFHS-5),0.130268,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Don't Know,Logistical Barrier,261,Rich | Higher | Urban | Don't Know,BarrierLens AI Predicted Probability,0.206258,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Don't Know,Health Facility Barrier,261,Rich | Higher | Urban | Don't Know,Observed Rate (NFHS-5),0.275862,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Don't Know,Health Facility Barrier,261,Rich | Higher | Urban | Don't Know,BarrierLens AI Predicted Probability,0.311499,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,No Caste/Tribe,Household Barrier,2023,Rich | Higher | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.112704,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,No Caste/Tribe,Household Barrier,2023,Rich | Higher | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.251441,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,No Caste/Tribe,Logistical Barrier,2023,Rich | Higher | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.096391,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,No Caste/Tribe,Logistical Barrier,2023,Rich | Higher | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.185821,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,No Caste/Tribe,Health Facility Barrier,2023,Rich | Higher | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.341572,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,No Caste/Tribe,Health Facility Barrier,2023,Rich | Higher | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.37178,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Other Caste,Household Barrier,36887,Rich | Higher | Urban | Other Caste,Observed Rate (NFHS-5),0.106325,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Other Caste,Household Barrier,36887,Rich | Higher | Urban | Other Caste,BarrierLens AI Predicted Probability,0.237124,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Other Caste,Logistical Barrier,36887,Rich | Higher | Urban | Other Caste,Observed Rate (NFHS-5),0.104834,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Other Caste,Logistical Barrier,36887,Rich | Higher | Urban | Other Caste,BarrierLens AI Predicted Probability,0.199439,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Other Caste,Health Facility Barrier,36887,Rich | Higher | Urban | Other Caste,Observed Rate (NFHS-5),0.288557,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Other Caste,Health Facility Barrier,36887,Rich | Higher | Urban | Other Caste,BarrierLens AI Predicted Probability,0.322034,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Tribe,Household Barrier,2651,Rich | Higher | Urban | Tribe,Observed Rate (NFHS-5),0.116183,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Tribe,Household Barrier,2651,Rich | Higher | Urban | Tribe,BarrierLens AI Predicted Probability,0.24225,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Tribe,Logistical Barrier,2651,Rich | Higher | Urban | Tribe,Observed Rate (NFHS-5),0.115051,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Tribe,Logistical Barrier,2651,Rich | Higher | Urban | Tribe,BarrierLens AI Predicted Probability,0.211229,Rail B — BarrierLens AI Predicted Probability
Rich,Higher,Urban,Tribe,Health Facility Barrier,2651,Rich | Higher | Urban | Tribe,Observed Rate (NFHS-5),0.314221,Rail A — Observed Rate (NFHS-5)
Rich,Higher,Urban,Tribe,Health Facility Barrier,2651,Rich | Higher | Urban | Tribe,BarrierLens AI Predicted Probability,0.343363,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Don't Know,Household Barrier,49,Rich | No Education | Rural | Don't Know,Observed Rate (NFHS-5),0.244898,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Don't Know,Household Barrier,49,Rich | No Education | Rural | Don't Know,BarrierLens AI Predicted Probability,0.387371,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Don't Know,Logistical Barrier,49,Rich | No Education | Rural | Don't Know,Observed Rate (NFHS-5),0.428571,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Don't Know,Logistical Barrier,49,Rich | No Education | Rural | Don't Know,BarrierLens AI Predicted Probability,0.524021,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Don't Know,Health Facility Barrier,49,Rich | No Education | Rural | Don't Know,Observed Rate (NFHS-5),0.510204,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Don't Know,Health Facility Barrier,49,Rich | No Education | Rural | Don't Know,BarrierLens AI Predicted Probability,0.508302,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,No Caste/Tribe,Household Barrier,503,Rich | No Education | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.310139,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,No Caste/Tribe,Household Barrier,503,Rich | No Education | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.502534,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,No Caste/Tribe,Logistical Barrier,503,Rich | No Education | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.4334,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,No Caste/Tribe,Logistical Barrier,503,Rich | No Education | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.577578,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,No Caste/Tribe,Health Facility Barrier,503,Rich | No Education | Rural | No Caste/Tribe,Observed Rate (NFHS-5),0.530815,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,No Caste/Tribe,Health Facility Barrier,503,Rich | No Education | Rural | No Caste/Tribe,BarrierLens AI Predicted Probability,0.571428,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Other Caste,Household Barrier,13830,Rich | No Education | Rural | Other Caste,Observed Rate (NFHS-5),0.219812,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Other Caste,Household Barrier,13830,Rich | No Education | Rural | Other Caste,BarrierLens AI Predicted Probability,0.425419,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Other Caste,Logistical Barrier,13830,Rich | No Education | Rural | Other Caste,Observed Rate (NFHS-5),0.281996,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Other Caste,Logistical Barrier,13830,Rich | No Education | Rural | Other Caste,BarrierLens AI Predicted Probability,0.459503,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Other Caste,Health Facility Barrier,13830,Rich | No Education | Rural | Other Caste,Observed Rate (NFHS-5),0.420174,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Other Caste,Health Facility Barrier,13830,Rich | No Education | Rural | Other Caste,BarrierLens AI Predicted Probability,0.459736,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Tribe,Household Barrier,787,Rich | No Education | Rural | Tribe,Observed Rate (NFHS-5),0.326557,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Tribe,Household Barrier,787,Rich | No Education | Rural | Tribe,BarrierLens AI Predicted Probability,0.54048,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Tribe,Logistical Barrier,787,Rich | No Education | Rural | Tribe,Observed Rate (NFHS-5),0.410419,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Tribe,Logistical Barrier,787,Rich | No Education | Rural | Tribe,BarrierLens AI Predicted Probability,0.584242,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Rural,Tribe,Health Facility Barrier,787,Rich | No Education | Rural | Tribe,Observed Rate (NFHS-5),0.510801,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Rural,Tribe,Health Facility Barrier,787,Rich | No Education | Rural | Tribe,BarrierLens AI Predicted Probability,0.537721,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Don't Know,Household Barrier,88,Rich | No Education | Urban | Don't Know,Observed Rate (NFHS-5),0.193182,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Don't Know,Household Barrier,88,Rich | No Education | Urban | Don't Know,BarrierLens AI Predicted Probability,0.368642,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Don't Know,Logistical Barrier,88,Rich | No Education | Urban | Don't Know,Observed Rate (NFHS-5),0.340909,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Don't Know,Logistical Barrier,88,Rich | No Education | Urban | Don't Know,BarrierLens AI Predicted Probability,0.476749,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Don't Know,Health Facility Barrier,88,Rich | No Education | Urban | Don't Know,Observed Rate (NFHS-5),0.397727,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Don't Know,Health Facility Barrier,88,Rich | No Education | Urban | Don't Know,BarrierLens AI Predicted Probability,0.457698,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,No Caste/Tribe,Household Barrier,472,Rich | No Education | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.233051,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,No Caste/Tribe,Household Barrier,472,Rich | No Education | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.461288,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,No Caste/Tribe,Logistical Barrier,472,Rich | No Education | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.237288,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,No Caste/Tribe,Logistical Barrier,472,Rich | No Education | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.404406,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,No Caste/Tribe,Health Facility Barrier,472,Rich | No Education | Urban | No Caste/Tribe,Observed Rate (NFHS-5),0.506356,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,No Caste/Tribe,Health Facility Barrier,472,Rich | No Education | Urban | No Caste/Tribe,BarrierLens AI Predicted Probability,0.525169,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Other Caste,Household Barrier,9566,Rich | No Education | Urban | Other Caste,Observed Rate (NFHS-5),0.208133,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Other Caste,Household Barrier,9566,Rich | No Education | Urban | Other Caste,BarrierLens AI Predicted Probability,0.40735,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Other Caste,Logistical Barrier,9566,Rich | No Education | Urban | Other Caste,Observed Rate (NFHS-5),0.20552,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Other Caste,Logistical Barrier,9566,Rich | No Education | Urban | Other Caste,BarrierLens AI Predicted Probability,0.355515,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Other Caste,Health Facility Barrier,9566,Rich | No Education | Urban | Other Caste,Observed Rate (NFHS-5),0.39055,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Other Caste,Health Facility Barrier,9566,Rich | No Education | Urban | Other Caste,BarrierLens AI Predicted Probability,0.428211,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Tribe,Household Barrier,426,Rich | No Education | Urban | Tribe,Observed Rate (NFHS-5),0.288732,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Tribe,Household Barrier,426,Rich | No Education | Urban | Tribe,BarrierLens AI Predicted Probability,0.483569,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Tribe,Logistical Barrier,426,Rich | No Education | Urban | Tribe,Observed Rate (NFHS-5),0.326291,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Tribe,Logistical Barrier,426,Rich | No Education | Urban | Tribe,BarrierLens AI Predicted Probability,0.443582,Rail B — BarrierLens AI Predicted Probability
Rich,No Education,Urban,Tribe,Health Facility Barrier,426,Rich | No Education | Urban | Tribe,Observed Rate (NFHS-5),0.504695,Rail A — Observed Rate (NFHS-5)
Rich,No Education,Urban,Tribe,Health Facility Barrier,426,Rich | No Education | Urban | Tribe,BarrierLens AI Predicted Probability,0.506053,Rail B — BarrierLens AI Predicted Probability
Rich,Primary,Rural,Don't Know,Household Barrier,47,Rich | Primary | Rural | Don't Know,Observed Rate (NFHS-5),0.085106,Rail A — Observed Rate (NFHS-5)
