total_women,observed_any_barrier_rate,observed_household_rate,observed_logistic_rate,observed_facility_rate,pred_household_prob,pred_logistic_prob,pred_facility_prob,pred_composite_barrier_score,stage2_unmet_fp_N,stage2_unmet_fp_observed_rate,stage2_unmet_fp_pred_prob,stage2_anc_gap_N,data_note
724115,0.591612,0.271556,0.316064,0.460075,0.479181,0.482193,0.497845,0.486406,466859,0.106396,0.456837,0,"Stage 1 rates = 724,115 women. Stage 2 unmet FP = restricted analytic sample only."
