Model,Target,Accuracy,ROC-AUC,Precision,Recall,F1-Score,TrainSize,TestSize,PositiveRate,param_max_depth,param_n_estimators,CV_ROC-AUC,Baseline_ROC-AUC,Full_ROC-AUC,Barrier_Uplift
XGBoost,Women with Confirmed Unmet Family Planning Need,0.5927,0.668,0.1603,0.6675,0.2586,373487,93372,0.1064,5,300,0.6652,0.6683,0.6662,-0.0022
